Domain,Headline,Date,News,imageUrl,source
technology,Understanding US President- Joe Biden’s Cryptocurrency Executive Order,March 9,"Earlier today, US President Joe Biden signed an executive order directing agencies across the federal government to consider new regulations for digital currencies. Biden calls on agencies across the Federal Government to coordinate these efforts in order to gauge the benefits and risks posed by cryptocurrency ownership, and whether to create an American digital currency. This highly anticipated executive order on digital assets by the US President appears to take a supportive stance toward the industry.The new order is one of the biggest and most comprehensive efforts the Biden administration is showing to regulate an industry that is growing rapidly. This is as close to an embrace of crypto by the Biden administration. These significant efforts by Mr President have been identified as would encourage innovation that would identify and most importantly mitigate the risks to consumers, investors, business and the American economy. The order, titled “Ensuring Responsible Development if Digital Assets,” outlined the risks cryptocurrencies pose to the economy but most importantly noted their possible benefits.Biden’s executive order revolves around six priorities majorly, they are “consumer and investor protection; financial stability; illicit finance; U.S. leadership in the global financial system and economic competitiveness; financial inclusion; and responsible innovation.”The executive order by the White House has instructed various government agencies, including the Commerce and Treasury departments, to wake up to federal approaches to regulating digital assets. It also asks agencies to review the possibility of issuing digital versions of the dollar, tasking the Justice department with assessing if it would require new legislation and possibly preparing such legislation. Director of Biden’s National Economic Council, Brian Deese while making a statement said that “We need a comprehensive, all-of-government framework to address the emerging risks and opportunities that digital assets pose.”Bitcoin which has become one of the most common forms of cryptocurrencies globally, Bitcoin saw its jump by the dollar value of about 9% to $42,300, on track for its largest percentage gain since Feb. 28 according to Coin Metrics. Ether, the coin linked to the Ethereum blockchain network wasn’t left behind as it added 6.3% to $2,740, also set for its best day this month. “We applaud the White House for recognizing this as a defining moment for U.S. innovation on the world stage,” said Faryar Shirzad, chief policy officer at the largest U.S. crypto exchange, Coinbase Global Inc., in a series of tweets.The executive order has called on the Department of Treasury to assess and come up with policy recommendations and also encourages the Financial Stability Oversight Council to identify risks and develop policy recommendations on regulatory gaps, and it calls for a focus on coordinated action across federal agencies to prevent illicit finance and national security risks.",https://i0.wp.com/static.news.bitcoin.com/wp-content/uploads/2022/03/exec-order1.jpg?ssl=1,techbooky
entertainment,Netflix cancels The Baby-Sitters Club series after season 2,March 12,"The Baby-Sitters Club followed the friendship and adventures of seven friends Kristy, Claudia, Stacey, Mary Anne, Dawn, Jessi and Mallory  as they start their own babysitting business in Stoneybrook, Connecticut.Netflix has pulled the plug on family comedy-drama series The Baby-Sitters Club after just two seasons. Created by Rachel Shukert, the show was based on bestselling novels by Ann M. Martin and followed the friendship and adventures of seven friends Kristy, Claudia, Stacey, Mary Anne, Dawn, Jessi and Mallory  as they start their own babysitting business in Stoneybrook, Connecticut.It featured an ensemble cast of Sophie Grace as Kristy, Momona Tamada as Claudia, Shay Rudolph as Stacey, Malia Baker as Mary Anne, Xochitl Gomez (replaced by Kyndra Sanchez in season two) as Dawn, Anais Lee as Jessi and Vivian Watson as Mallory, along with Alicia Silverstone and Mark Feuerstein.“I have wanted to be a part of the world Ann M. Martin created since I was 7 years old, and for two amazing seasons I actually got to be. It was a dream come true,” Shukert, who also served as showrunner, said in a statement to Deadline.“Although I am heartbroken not to be returning to Stoneybrook for 20 more seasons, I am so proud of the incredible show our amazing cast and crew created and the way it brought joy and comfort to so many when they needed it most,” she added.The Baby-Sitters Club hailed from Walden Media and was executive produced by Michael De Luca alongside Lucy Kitada and Walden Media’s Frank Smith, Naia Cucukov and Ben Forrer, Shukert and Lucia Aniello.",https://images.indianexpress.com/2022/03/baby-sitters-club-1200.jpg,indian express
entertainment,Archana Puran Singh responds to memes after Navjot Singh Sidhu’s defeat: ‘This is at my expense more than Sidhu’s’,March 12,"Actor and TV personality Archana Puran Singh, best known for playing the role of Miss Braganza in the film Kuch Kuch Hota Hai, is now seen as the permanent guest on The Kapil Sharma Show. She had famously stepped in when the show’s former guest, Navjot Singh Sidhu, bowed out in 2019.Earlier this week, Archana started trending after the politician’s defeat in the recently concluded Assembly elections in Punjab.Social media sites were flooded by memes and jokes about how her Sidhu may return to claim his seat on Kapil’s show. She has now responded to memes about Navjot Singh Sidhu.Soon after Sidhu’s defeat, the Twitteratti joked that Archana’s job in The Kapil Sharma is in crisis and she is the saddest person over the cricketer-turned politician’s defeat. This has also been a running gag on the show, with the sketch comedy’s characters taking pot-shots at Archana for ‘dethroning Sidhu’.Responding to the jokes and memes, Archana said (as per the Times of India), “I retweeted the funny and hilarious memes on Navjot Singh Sidhu. I really loved all the jokes like the second time he has lost a seat, first time he lost to Archana Puran Singh. I like all kinds of humour. This is at my expense more than Sidhu’s. There was another ‘Archana ji, aap ki Kursi khatre mein hain’ (Archana, your chair is in danger). I take all these jokes with a pinch of salt.”Sidhu, a Congress leader, lost to AAP leader Jeevanjot Kaur by 5129 votes in what has been termed a huge upset. Archana had replaced Sidhu in 2019 after the latter’s comments on Pulwama terror attack that evoked controversy. Sidhu had said that nations cannot be held responsible “for the dastardly acts of terrorists” in the context of Pulwama attack, and that terrorists have no religion.Archana added that if the jokes turn out to be true and she really were to lose her seat on the show to Sidhu she won’t care. “It could very well be that he could come back on the seat. That’s great for him. I always move on. I’ve done Comedy Circus for so many years. If this doesn’t happen something else will. We are professionals and artists, we have to do something or the other. I’ve worked with Kapil for 10 years now and it has been a great ride,” said Archana Puran Singh.",https://images.indianexpress.com/2022/03/archana-puran-singh-navjot-singh-sidhu-1200.jpg,indian express
entertainment,"Pieces of Her, Maaran, The Adam Project: Top 9 shows and films to watch this weekend
",March 13,"Not sure what to watch? For this weekend, we have 9 titles that would be worth your time -- from Prabhas' Radhe Shyam to Toni Collette starrer Pieces of Her on Netflix.The week ahead offers a plethora of entertainment choices both in theatres and on OTT. If you like period dramas and romances, Prabhas-starrer Radhe Shyam out in theatres now, is meant for you. The brilliant Toni Collette returns in Pieces of Her (Netflix) while the Oscar-nominated Spanish film Madres Paralelas (Parallel Mothers) is playing in cinemas.The 20-episode series is led by Saba Qamar and Nauman Ijaz. Helmed by Kashif Nisar, the Zindagi original is a love story of two strikingly opposite individuals, Umaina and Shameem. The official description of the show reads, “It is a story of a pure bond graduating from friendship to growing old together and everything in between.”Etharkkum Thunindhavan is about an influential man, Inba (Vinay Rai), who uses young boys to lure college-going girls into relationships, and then exploits them to curry favours with powerful men. Suriya plays a lawyer in the film whose life goes upside down after a terrible incident, and he goes on slaughtering people’s necks. IndianExpress.com’s Manoj Kumar R expected Suriya to have a better theatrical return than this. In his review of the film, he wrote, “Director Pandiraj turns this traumatic crime into short bursts of melodrama. At end of all that, one may be left wondering what the film is trying to say? Especially the climax scene, which plays out like a poorly written Mexican stand-off, and turns unintentionally funny.”Helmed by Shawn Levy, The Adam Project stars Ryan Reynolds in the lead role. The official synopsis of the sci-fi drama reads, “A time-traveling pilot teams up with his younger self and his late father to come to terms with his past while saving the future.” IndianExpress.com’s Rohan Naahar found the film “fun but forgettable”. In his 3-star review, he wrote, “A vast improvement over Ryan Reynolds’ post-Deadpool output, Shawn Levy’s Netflix film is too inoffensive to complain about.”Set in the backdrop of 1970s Europe, Radhe Shyam is a love story featuring Prabhas as a palmist and Pooja Hegde his love interest. As per the trailer of the film, the coming together of the two lovebirds leads to destruction. The film is written and directed by Radha Krishna Kumar. It also stars Sachin Khedekar, Sathyaraj, Priyadarshi Pulikonda, Bhagyashree, Murli Sharma, Kunaal Roy Kapoor, Riddhi Kumar, Sasha Chettri and Sathyan.In her review, The Indian Express’ Shubhra Gupta wrote, “Prabhas-starrer expects us to swallow, hook, line and so many sinkers, and we are constantly collecting our jaws off the floor.",https://images.indianexpress.com/2022/03/what-to-watch-.jpg,indian express
entertainment,When Shah Rukh Khan said Atif Aslam was too busy to sing for his film: ‘I would love to sing for you any day…’,March 13,"Pakistani singer Atif Aslam is a sensation in his own right. He has a massive fan base in the Indian subcontinent, and has consistently churned out chartbusters — peppy ones, soulful ones, romantic ballads — since the beginning of his career in 2003. He began his career with the band Jal and later broke away to forge his own path as a solo artiste.Atif got his first breakthrough in Bollywood, thanks to Mahesh Bhatt who apparently had approached him for his consent to include one of his tracks for his production venture Zeher in 2005. The result was the slow, romantic song “Woh Lamhey.” Post the warm, resounding welcome of “Woh Lamhey” by Indian fans, Atif continued to lend his voice to many songs over the years until the India-Pakistan tension escalated in 2016.Contemporary Bollywood sound and Atif Aslam share a symbiotic relationship almost. Both have taken something from the other and grown, in turn.In an interview with BBC’s Haroon Rashid a while back, Atif acknowledged the same and said, “I loved that journey, because it has taught me how to be more humble, and how to be more creative and patient.” However, not everything was hunky-dory since the singer admitted there were occasions when he had to make changes to his products because the producers had issues with it — “Few songs I had to change the lyrics for. I really felt bad about it. I did not want to do that, but yes, I had to (do it). There is a difference in doing your own work, and doing it for somebody else.”Further adding that he doesn’t regret anything that he did during his time recording music for the film industry, Atif said, “I don’t look back and regret, that oh my god, I could have sung ‘Chashni’ and all of that…I have worked the most over there (India), and I have enjoyed myself thoroughly. The love that I have gotten from there, I still have it. My heart still has it. It can never be bittersweet, because I am a firm believer in the fact that, if something is for me, it will come to me. It was not in my control not to sing for Bollywood movies. It was meant to be like this.”Later in the interview, the beloved singer opened about one particular Bollywood association that almost happened between him and superstar Shah Rukh Khan. Apparently, Shah Rukh had claimed that he had approached Aslam to sing “Gerua” for Dilwale, but it never panned out. When asked to elaborate upon it, Atif laughed and said, “I have just come across him once in my life, and he is a wonderful person. But he never said it personally. His team got in touch with us, and we recorded the song, and we had sent back the song. I don’t know what happened, his team did not put us through. Something happened which was not conveyed to him. And the next thing I see is him saying ‘Atif Aslam was not available for my song. Maybe he was too busy singing for a Chinese film.’ If Shah Rukh Khan watches this, (I want to say) I was not busy. I would never be busy for you. I would love to sing for you, any day.”
Fingers crossed for this potential iconic collaboration.
",https://images.indianexpress.com/2022/03/srk1200-1.jpg,indian express
entertainment,‘Stop judging a woman based on hemlines and necklines’: Samantha Ruth Prabhu pens powerful note after her red carpet appearance,March 13,"Samantha Ruth Prabhu on Saturday penned a note talking about how women are easily judged for the dress they wear, the race they belong to or even their skin tone. She asked people to focus on “bettering” themselves instead of passing remarks about women based on their hemlines and necklines.“As a woman, I bear firsthand knowledge of what it means to be judged. We judge women based on what they wear, their race, education, social standing, appearance, skin tone and the list goes on and on. Making snap judgements about a person simply based on the clothes they wear is quite literally the easiest thing one can do.“Now that we’re in the year 2022 – can we finally stop judging a woman based on the hemlines and necklines she adorns and focus instead on bettering ourselves? Turning that judgement inward and training it on ones own self is evolution. Projecting our ideals on someone else never did anyone any good. Let’s gently rewrite the way we measure and understand a person,” Samantha‘s note read.Samantha’s post came a few days after she made a stunning appearance at an award show in Mumbai where she wore a bottle green dress.Samantha is not the only one who was judged for her costumes. Deepika Padukone, during the promotions of Gehraiyaan, had to face something similar. Earlier this year, influencer Freddy Birdy took a jibe at the actor’s clothes during the Gehraiyaan promotions. Freddy had shared a post on Instagram, which read, “Newton’s Law of Bollywood. The clothes will get tinier as the Gehraiyyan release date approaches.” A part of the caption read, “Necklines and hemlines are Gehraiyaan.” In a cryptic tweet which was widely seen as a response, Deepika had written, “Scientists say the universe is made of protons, neutrons, and electrons. They forgot to mention morons.”",https://images.indianexpress.com/2022/03/Samanha.jpg,indian express
sports,Watch: Confusion Reigns Supreme In Mayank Agarwal's Bizarre Run Out In India vs Sri Lanka 2nd Test,March 12,"Mayank Agarwal was run out for 4 in the 2nd Test vs Sri Lanka.Mayank Agarwal's homecoming did not go according to plan as a big mix-up with captain Rohit Sharma ended his first Test match innings at the M Chinnaswamy Stadium in Bengaluru for 4. Confusion reigned supreme in the fourth ball of the second over of the second and final Test match against Sri Lanka. Left-arm seamer Vishwa Fernando got the pink ball to nip back slightly. Mayank got himself in a bit of a tangle and the ball appeared to have hit his pad first. The Sri Lankans went up in a big appeal but the umpire did not seem convinced. While all this was happening, Mayank tried to sneak in a single without noticing that Praveen Jayawickrama, who was moving in from point to covers, had almost collected the ball. Rohit at the other end sent Mayank back but the right-hander had charged too far down the wicket. Jayawickrama just lobbed it back towards Sri Lanka keeper Niroshan Dickwella with Mayank having no chance to return to the crease on time.Watch: Mayank Agarwal's Innings Ends Early After He Gets Run Out In Bizarre Fashion vs Sri Lanka:The drama, however, did not end there. Dickwella, for some strange reason, before whipping the bails off, started to signal for the review. He took the bails off a moment later and made the 'T' signal again but the third umpire informed that Fernando had overstepped. Since it was a no ball, there was no point in even considering the LBW appeal but the run out stood and Mayank took the long walk back to the pavilion after scoring just 4.Earlier, Rohit won the toss and opted to bat first in the third pink ball day-night Test in India. The hosts made one change, bringing in a fit-again Axar Patel in place of Jayant Thakur in the playing XI.Sri Lanka, on the other hand, were forced to make two changes with Kusal Mendis and Praveen Jayawickrama replacing Pathum Nissanka and Lahiru Kumara, who were ruled out due to injuries.
India won the first Test by an innings and 222 runs.
",https://c.ndtvimg.com/2022-03/jmb329lo_mayank-run-out_625x300_12_March_22.jpg?output-quality=80&downsize=1278:*,ndtv
world,"Saudi Arabia Executes 81 People In 1 Day For ""Terror Offences"": Report",March 12,"Riyadh: Saudi Arabia said Saturday it executed a record 81 people in one day for a variety of terrorism-related offences, exceeding the total number it sentenced to death in total last year.All had been ""found guilty of committing multiple heinous crimes"", the official Saudi Press Agency (SPA) reported, saying they included convicts linked to the Islamic State group, or to Al-Qaeda, Yemen's Huthi rebel forces or ""other terrorist organisations"".Those executed had been plotting attacks in the kingdom -- including killing ""a large number"" of civilians and members of the security forces, the SPA statement read.""They also include convictions for targeting government personnel and vital economic sites, the killing of law enforcement officers and maiming their bodies, and planting land mines to target police vehicles,"" the SPA said.""The convictions include crimes of kidnapping, torture, rape, smuggling arms and bombs into the kingdom,"" it added.Of the 81 people killed -- the kingdom's highest number of recorded executions in one day -- 73 were Saudi citizens, seven were Yemeni and one was a Syrian national.SPA said all those executed were tried in Saudi courts, with trials overseen by 13 judges, held over three separate stages for each individual.""The kingdom will continue to take a strict and unwavering stance against terrorism and extremist ideologies that threaten stability,"" the report by SPA added.The wealthy Gulf country has one of the world's highest execution rates, and has often carried out previous death sentences by beheading.Record number of executions:Saudi has been the target of a series of deadly shootings and bombings since late 2014 carried out by Islamic State group fighters.Saudi Arabia is also leading a military coalition that has been fighting in Yemen since 2015 to support the government against Iran-backed Huthi rebels, and who have launched strikes in return on the kingdom.Saturday's announcement of 81 deaths marks more than the total of 69 executions in all of 2021.Around 50 countries worldwide continue to use the death penalty.In 2020, 88 percent of all 483 reported executions took place in just four countries: Iran, with 246, followed by Egypt with 107, Iraq with 45, and then Saudi Arabia, who carried out 27 that year, according to Amnesty International.The executions on Saturday were announced a day after the release of Saudi blogger and human rights activist Raif Badawi, who had been sentenced to 1,000 lashes and 10 years' prison on charges of insulting Islam.But Badawi, who received only 50 lashes before the punishment was halted following global condemnation, is now subject to a 10-year travel ban, officials confirmed to AFP on Saturday.",https://c.ndtvimg.com/2018-10/4tn2urn8_jail-generic_625x300_07_October_18.jpgg,ndtv
politics,Congress Elections May Be Advanced At Meet Tomorrow After Poll Disaster,March 13,"New Delhi: The Congress's top decision-making body, the Congress Working Committee or CWC, will meet at 4 pm tomorrow, three days after a huge defeat in state polls, and is likely to advance internal elections scheduled in September amid renewed questions about its leadership, sources said on Saturday.The Congress faced a wipe-out in state election results declared on Thursday, losing Punjab, one of the last major states under its control, to the Aam Aadmi Party (AAP), and failing to put up a strong fight in three other states where it had hoped for a comeback - Uttarakhand, Goa and Manipur.In Uttar Pradesh, where the campaign was led by Priyanka Gandhi Vadra, party chief Sonia Gandhi's daughter and sister to senior leader Rahul Gandhi, the Congress got just 2 seats out of 403, a loss of 5 over the last polls. The party got just 2.4 per cent of the vote.The defeat revived searing criticism of the Gandhi family and growing clamour for a complete overhaul and a leadership change by number of party leaders - a demand that was so far confined to the ""G-23"" or group of 23 ""dissenters"" who had written to Sonia Gandhi two years ago.""There will be no course correction,"" said senior Congress leaders, who are speaking out within the party against the Gandhis' leadership but do not want to come on record.Senior Congress leader Shashi Tharoor, a member of the G-23, on Thursday, had tweeted the party could not avoid change while his colleague Jaiveer Shergill appealed for reform and warned against ""sugar-coating"" the loss.Some of the dissidents met at veteran leader Ghulam Nabi Azad's home last evening and reportedly discussed the way forward, expressing dismay at the Congress leadership for not taking any corrective steps to revive the party.They also reportedly expressed concern that the report of the committee formed to evaluate the losses after the last round of assembly poll defeat in Assam, West Bengal, Kerala and Puducherry were not even discussed in the party.However, Gandhi family loyalists have defended the leadership. In an interview with NDTV, the party's top troubleshooter DK Shivakumar on Friday said the Congress cannot be united without its first family and it was ""impossible"" for it to survive without them.""Without the Gandhi family, the Congress party cannot stay united. They are key for the unity of the Congress party... It is impossible for the Congress to survive without the Gandhi family,"" the party's Karnataka unit chief said.",https://c.ndtvimg.com/2022-03/qg2vv4s8_image_640x480_12_March_22.png,ndtv
entertainment,Actor Sonam Kapoor's Father-In-Law's Firm Cheated Of ₹ 27 Crore,March 12,"Faridabad: The Faridabad police has busted a gang of highly-sophisticated cybercriminals involved in duping an export-import firm of the father-in-law of film actor Sonam Kapoor here of over ₹ 27 crore.Police on Friday said the tricksters had been duping Ms Kapoor's father-in-law Harish Ahuja's Faridabad-based firm, Shahi Export Factory, by misappropriating Rebate of State and Central Taxes and Levies licences, meant for his firm, on the basis of his forged Digital Signature Certificate and encashing them.Explaining the modus operandi of the highly innovative cyber fraud, Faridabad Deputy Commissioner of Police (Headquarters) Nitish Agarwal said the government gives some incentives to export firms in the form of ROSCTL licences, entitling them to some rebate in the excise and customs duties.These ROSCTL licences happen to be akin to digital coupons worth several lakh rupees entitling the firm to get rebates in taxes and duties, the DCP said, adding the fraudsters had secured a total of 154 ROSCTLs worth ₹ 27.61 crore of Ahuja's firm and had been transferring them to fake and fictitious firms opened by them and encashing them.They also used to get these coupons encashed by transferring them to other firms, DCP Agarwal said.
He said working silently on the complaint of Ahuja's firm since July last year, the Faridabad police has arrested a total of nine accused from different places in the country, including Delhi, Mumbai, Chennai and Karnataka.The last arrest was made on December 23 last year, the officer said, adding some of the accused included former clerks and employees of the Directorate General of Foreign Trade, well-versed in the technicalities and working of the DGFT.The DCP identified the arrested accused as Delhi residents Manoj Rana, Manish Kumar, Praveen Kumar, Lalit Kumar Jain and Manish Kumar Moga besides Bhusan Kishan Thakur of Mumbai and Suresh Kumar Jain of Chennai.Two others arrested in the scam were identified as Ganesh Parsuram of Raichur in Karnataka, Rahul Raghunath of Raigadh and Santosh Sitaram of Pune.Mr Agarwal said accused Manoj Rana, Manish Kumar, Praveen Kumar and Manish Kumar Moga had earlier worked as clerks in the DGFT and were well-versed in the functioning of the directorate.
",https://c.ndtvimg.com/2021-11/j0q4vdl_sonam-kapoor_625x300_18_November_21.jpg,ndtv
world,"Ukraine President's Appeal To Russian Mothers: ""Check Where Your Son Is""",March 13,"Ukraine's President Volodymyr Zelensky on Saturday called on the mothers of Russian soldiers to prevent their sons being sent to war in Ukraine.""I want to say this once again to Russian mothers, especially mothers of conscripts. Do not send your children to war in a foreign country,"" Zelensky said in a video address released on Telegram.""Check where your son is. And if you have the slightest suspicion that your son could be sent to war against Ukraine, act immediately"" to prevent him being killed or captured, he said.""Ukraine never wanted this terrible war. And Ukraine does not want it. But it will defend itself as much as necessary,"" he added.On Wednesday, Russia for the first time acknowledged the presence of conscripts in Ukraine and announced that a number of them had been taken prisoner.Moscow had previously claimed that only professional soldiers were fighting there. The announcement came as posts from mothers without news of their sons sent to Ukraine multiplied on social networks.Kyiv last week invited mothers of Russian soldiers captured on its territory to come and pick their children up. The Ukrainian defence ministry published phone numbers and an email through which they could obtain information about them. Kyiv claims to have taken dozens of prisoners since the start of the Russian invasion.During the conflict between Moscow and Chechen separatists in the 1990s and 2000s, many young Russian conscripts were sent to the front, and some were taken prisoner.In a movement that fuelled anti-war protests in Russia at the time, women mobilised to try and bring their sons back alive or bring their bodies back -- even going to Chechnya themselves.",https://c.ndtvimg.com/2022-03/iesr8i58_ukraine-president-volodymyr-zelensky-afp-650_625x300_04_March_22.jpg,ndtv
sports,"India vs West Indies, Women's World Cup: Smriti Mandhana, Harmanpreet Kaur Star As India Beat West Indies By 155 Runs",March 12,"India rode on brilliant centuries from opener Smriti Mandhana and vice-captain Harmanpreet Kaur to beat West Indies by 155 runs and register their second win in the ICC Women's ODI World Cup on Saturday. Batting first, Mandhana (119 off 123 balls) and Kaur (109 off 107 balls) stitched a 184-run stand to power India to their highest World Cup score, 317 for eight. And then the Indians produced a cohesive bowling effort to bundle out West Indies for 162 in 40.3 overs. Sneh Rana (3/22) and Meghna Singh (2/27) shared five wickets between them for India, while other three bowlers, including veteran Jhulan Goswami (1/43) also chipped in with a wicket each.Deandra Dottin (62) top-scored for West Indies, while her opening partner Hayley Matthews made a quick 43 as the duo shared a century stand for the opening wicket.But once they departed, West Indies innings just fell apart.Earlier, Mandhana smashed her fifth ODI hundred, which was studded with 13 fours and two sixes, while Kaur had 10 hits to the fence and two maximums in her fourth ton and the first since hitting 171 not out against Australia in the 2017 World Cup.The duo took India across the 200-mark after skipper Mithali Raj won the toss and elected to bat. This was also India's highest partnership for any wicket at the Women's World Cup For WI, Anisa Mohammed was the most successful bowler, taking two for 59.Listen to the latest songs, only on JioSaavn.comBrief Scores: India: 317 for 8 in 50 overs (Smriti Mandhana 123, Harmanpreet Kaur 109; Anisa Mohammed 2/59).West Indies: 162 all out in 40.3 overs (Deandra Dottin 62, Hayley Matthews 43; Sneh Rana 3/22, Meghna Singh 2/27).","https://c.ndtvimg.com/2022-03/u3u40l48_india-women_625x300_12_March_22.jpg?im=FeatureCrop,algorithm=dnn,width=806,height=605",ndtv sports
sports,"2nd Test, Day 1: Centurion Usman Khawaja Shines As Australia Dominate Pakistan",March 12,"Opener Usman Khawaja raced to a first Test century in the country of his birth on Saturday as Australia ended the opening day of the second Test against Pakistan on a commanding 251-3 in Karachi. The 35-year-old has made the most of a recall to the national side, missing out on a hundred in the first Test at Rawalpindi by three runs after scoring centuries in both innings in his return match against England. His unbeaten 127 included 13 boundaries and a six with Steve Smith (72) providing support at the other end until he fell to a sharp Hasan Ali delivery with seven balls left in the day.The ball made Smith play and barely carried to slip where Faheem Ashraf pounced to his left for a brilliant grab.Pakistan could have claimed another wicket on the day's final ball but Imam-ul-Haq put down nightwatchman Nathan Lyon at short leg off Shaheen Shah Afridi.Australian captain Pat Cummins won the toss and elected to bat on a dry pitch, and for a brief moment at the end of the first session, his decision appeared questionable when the visitors lost two quick wickets.All-rounder Faheem Ashraf -- recalled after missing the first Test due to injury -- snagged the first breakthrough, getting the ball to nip away and drawing an edge from David Warner (36) straight into the gloves of keeper Mohammad Rizwan.Marnus Labuschagne was run out for nought nine deliveries later. But from then till the second last over of the day Australia looked in complete control with Khawaja leading the charge.He pushed spinner Sajid Khan for a sharp single towards square leg to reach the landmark, punching the air to celebrate his tenth Test ton -- drawing applause from a crowd of 10,000 people at the National Stadium.He first put on a solid 82-run stand for the opening wicket with Warner, who looked dangerous and greeted Sajid into the attack with two sixes.Then Khawaja repaired the innings alongside Smith, who struck seven boundaries in a cautious 35th Test half century.The duo frustrated Pakistan's attack forcing spinners Nauman Ali and Sajid to resort to a negative leg-side line to contain the runs and only 36 were scored in the hour after tea in 17 overs.Pakistan skipper Babar Azam came on to bowl and used part-timer Azhar Ali on the other end to complete the 80 overs before the second new ball, with the score at 235-2.Australia made one change for the match, with leg-spinner Mitchell Swepson making his Test debut in place of pacer Josh Hazlewood, while Pakistan have brought in Hasan Ali and Ashraf.Australia are on their first tour of Pakistan since 1998, having previously refused to visit the country over security fears.The third and final Test is in Lahore from March 21-25.","https://c.ndtvimg.com/2022-03/tmpqhkuo_khawaja-afp_625x300_12_March_22.jpg?im=FeatureCrop,algorithm=dnn,width=806,height=605",ndtv sports
sports,Royal Challengers Bangalore Name Faf du Plessis As Captain Ahead Of IPL 2022 Season,March 13,"Royal Challengers Bangalore (RCB) have named Faf du Plessis as captain ahead of the Indian Premier League 2022 (IPL 2022) season. The former South Africa skipper is replacing Virat Kohli as captain of the team, with the latter having stepped down from the role after the IPL 2021 season. South Africa batter Du Plessis was acquired by RCB for Rs 7 crore in the IPL 2022 auction last month. The Proteas star represented Chennai Super Kings (CSK) last season and was a crucial member as they defeated Kolkata Knight Riders (KKR) in the final.A player with a lot of experience, Du Plessis will be a pivotal figure for the franchise in the upcoming season and was recently backed by RCB's Director of Cricket Operations Mike Hesson.""We see him as a highly experienced player at the top of the order. It allows us to look at how we balance our side,"" Hesson said in a video posted on RCB's social media handles last month.""He is also a really important leader in the group so really delighted to have him"", he further added.Meanwhile, Kohli recently explained his decision to quit as captain of both RCB and Team India in an episode of The RCB Podcast.""I'm not someone who holds onto things more than I should. Even if I know I can do a lot more, if I'm not going to enjoy the process, I'm not going to do it,"" he said.""Because it's very difficult for people to understand your decisions unless they are in your situation. From the outside, people have their own expectations 'Oh! How did that happen? We are so shocked',"" added Kohli, who recently played his 100th Test match for India.""There's nothing to be shocked about. I explain to people, I wanted some space and I wanted to manage my workload and the story ends there.""","https://c.ndtvimg.com/2022-03/6ug26oqo_faf-du-plessis-bcciipl_625x300_12_March_22.jpg?im=FeatureCrop,algorithm=dnn,width=806,height=605",ndtv sports
sports,Roman Abramovich Disqualified As Chelsea Director: Premier League,March 12,"Roman Abramovich has been disqualified as a Chelsea director by the Premier League board after the British government sanctioned the Russian billionaire. Chelsea owner Abramovich was one of seven more oligarchs sanctioned this week by the UK following Russia's invasion of Ukraine. The European champions have been placed under tough restrictions due to the sanctions on Abramovich. Chelsea are unable to sign players, renew contracts or sell tickets to matches, with limits on the amount of money they are allowed to spend on travel to away games.Now Premier League chiefs have taken action against Abramovich, who is described by the government as part of Russian President Vladimir Putin's inner circle despite his denials of any association.""Following the imposition of sanctions by the UK Government, the Premier League board has disqualified Roman Abramovich as a director of Chelsea Football Club,"" a Premier League statement said on Saturday.""The board's decision does not impact on the club's ability to train and play its fixtures, as set out under the terms of a licence issued by the Government, which expires on May 31 2022.""Abramovich had already announced his intention to sell Chelsea, with a host of potential buyers declaring their interest in a club that have won 19 major trophies since he bought the side in 2003.The government is still open to a sale but would have to approve a new licence, on the proviso no profit would go to the Russian, who has bankrolled the club to the tune of around £1.5 billion ($2 billion).Chelsea are already feeling the impact of the sanctions, with shirt sponsor Three suspending its £40 million deal.The club's official training wear partner Trivago said Friday that it was sticking with Chelsea despite the ""challenging"" situation.Chelsea reportedly saw several credit cards temporarily frozen on Friday while they negotiate the terms of their special operating license with the government.Thomas Tuchel's side host Newcastle on Sunday as they look to cement their hold on third place in the Premier League.","https://c.ndtvimg.com/2022-03/j4jsq1do_roman-abramovich-afp_625x300_12_March_22.jpg?im=FaceCrop,algorithm=dnn,width=806,height=605",ndtv sports
